,mouse,date,str_name,pfc_name,Stimulus_related_firing_P_value_str,Movement_related_firing_P_value_str,Reward_related_firing_P_value_str,BG_firing_CC_with_PPD_str,BG_firing_CC_with_PPD_P_value_str,Response_magnitude_CC_with_PPD_str,Response_magnitude_CC_with_PPD_P_value_str,Stimulus_related_firing_P_value_pfc,Movement_related_firing_P_value_pfc,Reward_related_firing_P_value_pfc,BG_firing_CC_with_PPD_pfc,BG_firing_CC_with_PPD_P_value_pfc,Response_magnitude_CC_with_PPD_pfc,Response_magnitude_CC_with_PPD_P_value_pfc
98,AKED04,20210805,str_12,pfc_13,0.14494498895912555,0.032218447738510105,0.0010099357584813734,0.013429196616378414,0.7654427226165813,0.019307306516928677,0.6679601903413466,3.792360494797243e-05,8.782668515587902e-06,0.024542848708947403,-0.22481601072991747,4.2110190816356033e-07,-0.4891552140453629,3.359042128119078e-31
99,AKED04,20210805,str_18,pfc_14,0.3847973467749589,5.1361442950850865e-08,9.935884560002921e-05,-0.005487711956541699,0.9029705322425531,-0.03262780154964078,0.46844265858775835,0.8260468077358581,6.660446479372766e-23,7.097042357718365e-13,0.0031149270685079675,0.944832131243863,-0.1999312735112544,7.229217462628481e-06
100,AKED04,20210805,str_2,pfc_9,0.6271809705919431,0.4024820537393574,0.08895871353794294,-0.1633301925856052,0.00025927834456747963,-0.20592537386421944,3.759443007807065e-06,0.09987752027481189,0.003733131391101765,0.05966509462438418,-0.2578107114954097,5.67709920739307e-09,-0.3445658175828229,2.8429292759368906e-15
101,AKED04,20210805,str_28,pfc_23,0.48219380718470306,0.21572233375505623,0.9849149094741342,0.0219726163136299,0.6254240076749822,-0.04409035862227817,0.32711673310810274,0.004331852497542618,4.824434583804171e-07,8.180977441324796e-13,-0.07515629046428275,0.094533751342887,-0.03940376313439885,0.38119889605222346
102,AKED04,20210805,str_28,pfc_5,0.48219380718470306,0.21572233375505623,0.9849149094741342,0.0219726163136299,0.6254240076749822,-0.04409035862227817,0.32711673310810274,0.019978854329948066,2.8000096404269503e-09,5.976097928793412e-07,0.09353897102736247,0.03729468782104015,-0.0054395373034837775,0.9038181754453068
103,AKED04,20210805,str_30,pfc_4,0.9999999999999993,2.1049744487818327e-10,0.00025144841762475437,-0.024509153668099512,0.5860634912684973,-0.009404121951466556,0.8345138720609251,0.026221089272305518,4.331746705028973e-05,8.990481328509388e-06,0.151868976405085,0.0006901757631261736,0.09201394351774916,0.04051840749612799
104,AKED04,20210805,str_6,pfc_25,0.4878046711197207,3.9397818760349804e-10,0.2880218882170824,-0.015612550377442004,0.7287026218771584,0.00553996872041391,0.9020511881249869,0.05522929889891686,1.1081849273499556e-07,0.03521437900438384,-0.2636033389557407,2.4966428811047706e-09,-0.481443451083862,3.831008738093388e-30
105,AKED04,20210806,str_4,pfc_18,0.08503737635539445,0.01293540984380175,0.015758047115286646,-0.10264805286385842,0.08700983344048185,-0.13964072435486247,0.019625469053139208,0.0006196829702436667,1.6402466094127465e-25,0.5854896945151089,-0.20428594064916103,0.0005964916655697924,-0.34433974449545446,3.474989639842518e-09
106,AKED05,20210715,str_12,pfc_16,0.00011521638121948818,2.8405076745881663e-05,0.45865522498283695,-0.08018733500111665,0.09757089601512547,-0.22828677614075416,1.8224091012085988e-06,0.9999999999999999,3.760282090865743e-06,0.8081154709299868,-0.04875740666250945,0.31424735200824305,-0.15680666582331923,0.0011350793967438457
107,AKED05,20210715,str_13,pfc_10,0.01948064237189869,1.998017715523359e-05,0.21428193173912202,0.01971537992682186,0.6842124311456439,0.31084225519697606,4.847673609805497e-11,0.41291745890416376,1.2450159064588435e-18,0.03904532372085755,0.20107047497628847,2.783567705194183e-05,0.43579975650898034,2.882368434730056e-21
