,session,str_name,pfc_name,str_pearsons_r,str_p_value,pfc_pearsons_r,pfc_p_value
125,AKED0420210802,str_25,pfc_20,-0.1290430913931615,0.0093279800747559,0.2777168010412769,1.316892837170612e-08
126,AKED0420210802,str_25,pfc_48,-0.1290430913931615,0.0093279800747559,0.1030692783433219,0.0381403801563902
127,AKED0420210802,str_3,pfc_62,-0.4372479215832984,2.4288383284402795e-20,-0.125537423729705,0.0114520414236581
128,AKED0420210802,str_38,pfc_52,0.6317484097775159,1.6774001341108921e-46,-0.1665253293795296,0.0007670463844296
129,AKED0420210802,str_6,pfc_26,0.5973024491881277,1.6094956976128255e-40,0.241212878655212,9.01389283316616e-07
130,AKED0420210802,str_35,pfc_62,0.4211216015822425,7.696891168599401e-19,-0.125537423729705,0.0114520414236581
131,AKED0420210802,str_44,pfc_77,-0.2605405436917687,1.0421622652538441e-07,0.2823153610170462,7.383605127921689e-09
132,AKED0420210802,str_40,pfc_5,-0.488409842137511,1.1436290874803477e-25,-0.3352157332406691,4.309057205360247e-12
133,AKED0420210802,str_41,pfc_15,-0.2163104853142696,1.1240925514746489e-05,-0.1882536012824857,0.0001384347212441
134,AKED0420210802,str_41,pfc_77,-0.2163104853142696,1.1240925514746489e-05,0.2823153610170462,7.383605127921689e-09
135,AKED0520210727,str_16,pfc_31,0.236956860089788,5.490000451040724e-09,0.2412352739459198,2.848849946833556e-09
136,AKED0520210727,str_4,pfc_0,-0.096642780870795,0.0187753107563571,0.1110122042679763,0.0069047872900483
137,AKED0520210727,str_19,pfc_40,-0.1309021090742686,0.0014262243123324,-0.1617691175461175,7.801763719367686e-05
138,AKED0520210727,str_21,pfc_45,0.2293129412259216,1.7182779733321538e-08,0.3364969564203708,4.115746853077293e-17
139,AKED0520210727,str_21,pfc_24,0.2293129412259216,1.7182779733321538e-08,-0.2949338986380372,2.512925090352586e-13
140,AKED0120210728,str_2,pfc_3,0.5741871869324158,3.9043203023703456e-33,0.3047092286924535,3.243502006305545e-09
